ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2355198,2,2020-02-27 13:46:00,2020-02-27 15:19:30,37.773497,-122.440733,37.773497,-122.440733,0.0,At Masonic Ave - Accident.,278.0, Baker St,R,San Francisco,San Francisco,CA,94117-2173,US,US/Pacific,KSFO,2020-02-27 13:56:00,69.0,69.0,42.0,30.17,10.0,CALM,0.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2355208,2,2020-02-27 14:29:00,2020-02-27 15:24:33,37.765283,-122.404835,37.765283,-122.404835,0.0,At I-80 - Accident.,,San Francisco-Oakland Bay Bridge,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2020-02-27 14:56:00,71.0,71.0,39.0,30.15,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2355222,2,2020-02-27 21:00:00,2020-02-27 21:53:32,37.729924,-122.439969,37.729924,-122.439969,0.0,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94131,US,US/Pacific,KSFO,2020-02-27 20:56:00,61.0,61.0,60.0,30.14,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2355238,2,2020-02-27 21:55:00,2020-02-27 22:27:33,37.808253,-122.366974,37.808253,-122.366974,0.0,At Treasure Island Rd - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-02-27 21:53:00,60.0,60.0,64.0,30.16,10.0,N,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-2355970,2,2020-02-27 22:51:00,2020-02-27 23:44:33,37.782456,-122.395667,37.782456,-122.395667,0.0,At Fremont St/Harrison St - Accident.,64.0, Stillman St,R,San Francisco,San Francisco,CA,94107-3605,US,US/Pacific,KOAK,2020-02-27 22:53:00,59.0,59.0,72.0,30.16,10.0,NW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2355982,2,2020-02-28 01:32:00,2020-02-28 02:24:32,37.76941,-122.410767,37.76941,-122.410767,0.0,At Folsom St - Accident.,366.0, Division St,L,San Francisco,San Francisco,CA,94103-4810,US,US/Pacific,KSFO,2020-02-28 01:56:00,60.0,60.0,72.0,30.12,9.0,NNW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
A-2355983,2,2020-02-28 01:51:00,2020-02-28 07:45:14,37.76821500000001,-122.405867,37.76821500000001,-122.405867,0.0,At I-80 - Accident.,144.0, San Bruno Ave,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2020-02-28 01:56:00,60.0,60.0,72.0,30.12,9.0,NNW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2356024,2,2020-02-28 09:25:00,2020-02-28 10:20:33,37.80417,-122.472298,37.80417,-122.472298,0.0,At CA-1 (San Francisco) - Accident.,,CA-1 S,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2020-02-28 08:56:00,59.0,59.0,75.0,30.14,10.0,N,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2356046,2,2020-02-28 11:53:00,2020-02-28 14:07:27,37.808253,-122.366974,37.808253,-122.366974,0.0,At Treasure Island Rd - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-02-28 11:53:00,68.0,68.0,45.0,30.15,10.0,W,7.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2356048,2,2020-02-28 11:53:00,2020-02-28 13:27:30,37.80827,-122.36701,37.80827,-122.36701,0.0,At Treasure Island Rd - Accident. Obstruction on roadway {something that does block the road or part of it}.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-02-28 11:53:00,68.0,68.0,45.0,30.15,10.0,W,7.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2356098,2,2020-02-28 14:42:00,2020-02-28 15:33:33,37.753134,-122.40282,37.753134,-122.40282,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-02-28 14:53:00,69.0,69.0,54.0,30.09,10.0,NW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2356102,2,2020-02-28 14:50:00,2020-02-28 15:21:34,37.778081,-122.401165,37.778081,-122.401165,0.0,At 4th St/5th St - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-02-28 14:53:00,69.0,69.0,54.0,30.09,10.0,NW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2356120,2,2020-02-28 15:26:00,2020-02-28 15:58:34,37.73229,-122.41491,37.73229,-122.41491,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2020-02-28 14:56:00,65.0,65.0,54.0,30.07,10.0,WNW,14.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2356173,2,2020-02-28 16:43:00,2020-02-28 17:58:31,37.723952,-122.40208,37.723952,-122.40208,0.0,At Paul Ave - Accident.,3001.0, San Bruno Ave,L,San Francisco,San Francisco,CA,94134-2007,US,US/Pacific,KSFO,2020-02-28 16:56:00,54.0,54.0,80.0,30.08,10.0,WNW,21.0,0.0,Cloudy / Windy,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2356180,2,2020-02-28 17:04:00,2020-02-28 18:58:29,37.808253,-122.366974,37.808253,-122.366974,0.0,At Treasure Island Rd - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-02-28 16:53:00,58.0,58.0,75.0,30.1,10.0,WNW,17.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2356239,2,2020-02-28 18:20:00,2020-02-28 18:57:34,37.767635,-122.396201,37.767635,-122.396201,0.0,At Mariposa St - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2020-02-28 17:53:00,57.0,57.0,77.0,30.1,10.0,NW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,True,False,False,False,False,False,False,Night,Day,Day,Day
A-2356265,2,2020-02-28 19:24:00,2020-02-28 21:17:31,37.76821500000001,-122.405867,37.76821500000001,-122.405867,0.0,At I-80 - Accident.,144.0, San Bruno Ave,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2020-02-28 18:56:00,52.0,52.0,83.0,30.09,10.0,W,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2356267,2,2020-02-28 19:43:00,2020-02-28 20:57:31,37.773745,-122.408515,37.773745,-122.408515,0.0,At I-80/James Lick Skwy/Harrison St - Accident.,414.0, 8th St,R,San Francisco,San Francisco,CA,94103-4428,US,US/Pacific,KSFO,2020-02-28 19:56:00,52.0,52.0,83.0,30.1,10.0,W,13.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Night
A-2356273,2,2020-02-28 19:46:00,2020-02-28 21:48:29,37.75297800000001,-122.406382,37.75297800000001,-122.406382,0.0,At Potrero Ave - Accident.,1198.0, Potrero Ave,R,San Francisco,San Francisco,CA,94110-3521,US,US/Pacific,KSFO,2020-02-28 19:56:00,52.0,52.0,83.0,30.1,10.0,W,13.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Night
A-2357180,2,2019-12-31 17:52:00,2020-01-01 00:09:09,37.759824,-122.392246,37.759824,-122.392246,0.0,At Mariposa St - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-12-31 17:53:00,54.0,54.0,69.0,30.12,10.0,W,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2357203,2,2020-01-01 00:48:00,2020-01-01 01:22:29,37.774077,-122.422421,37.774077,-122.422421,0.0,At Market St - Accident.,98.0, Gough St,L,San Francisco,San Francisco,CA,94102-5920,US,US/Pacific,KSFO,2020-01-01 00:56:00,52.0,52.0,86.0,30.15,9.0,W,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-2357205,2,2020-01-01 00:54:00,2020-01-01 01:29:29,37.773328,-122.411048,37.773328,-122.411048,0.0,At Folsom St - Accident.,343.0, 9th St,L,San Francisco,San Francisco,CA,94103-3831,US,US/Pacific,KSFO,2020-01-01 00:56:00,52.0,52.0,86.0,30.15,9.0,W,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2357271,2,2020-01-01 12:38:00,2020-01-01 13:51:26,37.808069,-122.367129,37.808069,-122.367129,0.0,At Treasure Island Rd - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-01-01 12:53:00,56.0,56.0,80.0,30.14,6.0,SE,3.0,0.0,Haze,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2358124,2,2020-01-01 22:42:00,2020-01-02 03:34:13,37.78173,-122.397252,37.78173,-122.397252,0.0,At 4th St/5th St - Accident.,107.0, Perry St,R,San Francisco,San Francisco,CA,94107-4217,US,US/Pacific,KOAK,2020-01-01 22:53:00,51.0,51.0,89.0,30.13,5.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2358243,2,2020-01-02 16:37:00,2020-01-02 22:11:11,37.72401,-122.401464,37.72401,-122.401464,0.0,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2020-01-02 15:56:00,60.0,60.0,64.0,30.1,10.0,W,12.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2358282,2,2020-01-02 17:55:00,2020-01-02 18:29:29,37.729942,-122.439501,37.729942,-122.439501,0.0,At Monterey Blvd/San Jose Ave/Exit 52 - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2020-01-02 17:56:00,56.0,56.0,75.0,30.11,10.0,W,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2359228,2,2020-01-03 11:28:00,2020-01-03 12:47:27,37.778081,-122.401165,37.778081,-122.401165,0.0,At 4th St/5th St - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-01-03 11:53:00,56.0,56.0,64.0,30.23,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2359369,2,2020-01-03 18:50:00,2020-01-03 20:07:27,37.778081,-122.401165,37.778081,-122.401165,0.0,At 4th St/5th St - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-01-03 18:53:00,53.0,53.0,74.0,30.22,7.0,NW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2360137,2,2020-01-04 02:44:00,2020-01-04 03:59:26,37.726304,-122.446015,37.726304,-122.446015,0.0,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2020-01-04 02:56:00,53.0,53.0,77.0,30.28,10.0,VAR,5.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2360203,2,2020-01-04 10:53:00,2020-01-04 12:21:28,37.75249,-122.40303,37.75249,-122.40303,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-01-04 10:53:00,55.0,55.0,80.0,30.43,10.0,WNW,7.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2360231,2,2020-01-04 14:32:00,2020-01-04 16:27:24,37.813958,-122.477934,37.813958,-122.477934,0.0,At Golden Gate Brg (San Francisco) - Accident.,,Golden Gate Brg S,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2020-01-04 14:56:00,58.0,58.0,67.0,30.38,10.0,WNW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2360256,2,2020-01-04 17:24:00,2020-01-04 17:57:38,37.767567,-122.405502,37.767567,-122.405502,0.0,At I-80 - Accident.,175.0, San Bruno Ave,R,San Francisco,San Francisco,CA,94103-5031,US,US/Pacific,KSFO,2020-01-04 16:56:00,55.0,55.0,72.0,30.38,10.0,W,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2360263,2,2020-01-04 17:52:00,2020-01-04 18:45:37,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-01-04 17:53:00,54.0,54.0,86.0,30.39,10.0,W,9.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2360264,2,2020-01-04 17:49:00,2020-01-04 19:04:36,37.766461,-122.40526,37.766461,-122.40526,0.0,At US-101 - Accident.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2020-01-04 17:56:00,52.0,52.0,83.0,30.39,10.0,W,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2360277,2,2020-01-04 18:32:00,2020-01-04 20:06:34,37.771263,-122.405462,37.771263,-122.405462,0.0,At 8th St - Accident.,590.0, 8th St,R,San Francisco,San Francisco,CA,94103-4902,US,US/Pacific,KSFO,2020-01-04 18:56:00,53.0,53.0,77.0,30.39,10.0,W,9.0,0.0,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-2360279,2,2020-01-04 18:43:00,2020-01-04 19:38:37,37.77091400000001,-122.405721,37.77091400000001,-122.405721,0.0,At 7th St/Bryant St - Accident.,,San Francisco-Oakland Bay Bridge,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2020-01-04 18:56:00,53.0,53.0,77.0,30.39,10.0,W,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2360282,2,2020-01-04 18:57:00,2020-01-04 19:29:38,37.711312,-122.395505,37.711312,-122.395505,0.0,At 3rd St/Exit 429B/Exit 429C - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2020-01-04 18:56:00,53.0,53.0,77.0,30.39,10.0,W,9.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2361070,2,2020-01-04 23:12:00,2020-01-05 00:23:36,37.775564,-122.405811,37.775564,-122.405811,0.0,At 7th St/Bryant St - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2020-01-04 22:56:00,51.0,51.0,77.0,30.45,10.0,W,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2361083,2,2020-01-05 01:31:00,2020-01-05 03:45:32,37.808253,-122.366974,37.808253,-122.366974,0.0,At Hillcrest Rd - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2020-01-05 01:53:00,43.0,40.0,100.0,30.49,1.0,NNE,5.0,0.0,Fog,False,False,False,False,True,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-2361109,2,2020-01-05 08:45:00,2020-01-05 09:45:37,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-01-05 08:53:00,48.0,48.0,83.0,30.58,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2361124,2,2020-01-05 12:14:00,2020-01-05 13:06:37,37.72401,-122.401464,37.72401,-122.401464,0.0,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2020-01-05 11:56:00,55.0,55.0,62.0,30.56,10.0,ENE,5.0,0.0,Fair,False,False,False,False,True,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2361155,2,2020-01-05 15:58:00,2020-01-05 16:52:37,37.712079,-122.45352,37.712079,-122.45352,0.0,At Geneva Ave - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2020-01-05 15:56:00,55.0,55.0,69.0,30.51,10.0,W,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2361192,2,2020-01-05 19:10:00,2020-01-05 21:24:32,37.710344,-122.465358,37.710344,-122.465358,0.0,At St Charles Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94132,US,US/Pacific,KSFO,2020-01-05 18:56:00,53.0,53.0,80.0,30.52,10.0,W,13.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2361967,2,2020-01-06 05:29:00,2020-01-06 06:43:36,37.773745,-122.408515,37.773745,-122.408515,0.0,At I-80/James Lick Skwy/Harrison St - Accident.,414.0, 8th St,R,San Francisco,San Francisco,CA,94103-4428,US,US/Pacific,KSFO,2020-01-06 05:56:00,44.0,44.0,85.0,30.5,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Night
A-2361968,2,2020-01-06 05:26:00,2020-01-06 06:27:37,37.787992,-122.393609,37.787992,-122.393609,0.0,At Fremont St - Accident.,298.0, Fremont St,R,San Francisco,San Francisco,CA,94105-2320,US,US/Pacific,KOAK,2020-01-06 05:53:00,41.0,41.0,93.0,30.51,10.0,CALM,0.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-2362002,2,2020-01-06 08:45:00,2020-01-06 09:40:37,37.759824,-122.392246,37.759824,-122.392246,0.0,At Mariposa St - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-01-06 08:53:00,50.0,50.0,80.0,30.52,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2362126,2,2020-01-06 17:49:00,2020-01-06 18:21:39,37.752501,-122.402997,37.752501,-122.402997,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2020-01-06 17:53:00,54.0,54.0,55.0,30.38,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2363198,2,2019-12-23 05:34:00,2019-12-23 07:29:51,37.72999,-122.403729,37.72999,-122.403729,0.0,At Bacon St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-12-23 05:45:00,44.0,44.0,89.0,29.91,10.0,SSE,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2363234,2,2019-12-23 09:40:00,2019-12-23 10:16:56,37.825615,-122.479262,37.825615,-122.479262,0.0,At Golden Gate Brg (San Francisco) - Accident.,,Golden Gate Brg S,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2019-12-23 09:56:00,50.0,50.0,77.0,29.93,10.0,NE,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2363349,2,2019-12-23 15:18:00,2019-12-23 16:30:53,37.808253,-122.366974,37.808253,-122.366974,0.0,At Hillcrest Rd - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2019-12-23 14:53:00,54.0,54.0,69.0,29.85,10.0,SSW,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2363361,2,2019-12-23 15:18:00,2019-12-23 16:10:54,37.80827,-122.36701,37.80827,-122.36701,0.0,At Hillcrest Rd - Accident. Obstruction on roadway {something that does block the road or part of it}.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2019-12-23 14:53:00,54.0,54.0,69.0,29.85,10.0,SSW,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2363368,2,2019-12-23 15:47:00,2019-12-23 18:42:50,37.781316,-122.39581499999998,37.781316,-122.39581499999998,0.0,At 2nd St - Accident.,501.0, Bryant St,L,San Francisco,San Francisco,CA,94107-1216,US,US/Pacific,KOAK,2019-12-23 15:53:00,54.0,54.0,66.0,29.85,10.0,SSW,7.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2363438,2,2019-12-23 17:51:00,2019-12-23 18:43:54,37.70933,-122.46731,37.70933,-122.46731,0.0,At St Charles Ave - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-12-23 17:56:00,50.0,50.0,74.0,29.85,10.0,WSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2363444,2,2019-12-23 18:00:00,2019-12-23 18:31:56,37.76182,-122.40587,37.76182,-122.40587,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-12-23 17:53:00,53.0,53.0,66.0,29.86,10.0,WSW,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2365089,2,2019-12-23 22:19:00,2019-12-23 23:32:53,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-12-23 21:53:00,46.0,46.0,86.0,29.88,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2365092,2,2019-12-23 22:37:00,2019-12-23 23:10:55,37.729924,-122.439969,37.729924,-122.439969,0.0,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94131,US,US/Pacific,KSFO,2019-12-23 22:56:00,50.0,50.0,77.0,29.87,10.0,W,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2365246,2,2019-12-24 18:39:00,2019-12-24 19:12:29,37.75311,-122.4028,37.75311,-122.4028,0.0,At Vermont St - Accident. Obstruction on roadway {something that does block the road or part of it}.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-12-24 18:53:00,52.0,52.0,69.0,29.9,10.0,WSW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2365918,2,2019-12-25 06:01:00,2019-12-25 06:34:29,37.731355,-122.423836,37.731355,-122.423836,0.0,At Alemany Blvd - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-12-25 05:56:00,49.0,44.0,80.0,29.84,10.0,SE,12.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2365921,2,2019-12-25 06:35:00,2019-12-25 07:07:29,37.731979,-122.41541,37.731979,-122.41541,0.0,At US-101 (San Francisco) - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-12-25 06:56:00,47.0,43.0,86.0,29.84,10.0,ESE,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2365928,2,2019-12-25 07:19:00,2019-12-25 07:50:29,37.731979,-122.41541,37.731979,-122.41541,0.0,At US-101 (San Francisco) - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-12-25 06:56:00,47.0,43.0,86.0,29.84,10.0,ESE,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2365951,2,2019-12-25 09:43:00,2019-12-25 10:34:28,37.782732,-122.395501,37.782732,-122.395501,0.0,At Fremont St/Harrison St - Accident.,,I-80 E,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-12-25 09:53:00,51.0,51.0,74.0,29.86,10.0,SE,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2365976,2,2019-12-25 13:53:00,2019-12-25 15:24:25,37.712079,-122.45352,37.712079,-122.45352,0.0,At Geneva Ave - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-12-25 13:56:00,54.0,54.0,66.0,29.74,10.0,SE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2365977,2,2019-12-25 13:54:00,2019-12-25 14:27:28,37.731355,-122.423836,37.731355,-122.423836,0.0,At Alemany Blvd - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-12-25 13:56:00,54.0,54.0,66.0,29.74,10.0,SE,10.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2366004,2,2019-12-25 17:21:00,2019-12-25 17:58:29,37.756012,-122.409447,37.756012,-122.409447,0.0,At 16th St - Accident.,2750.0, 22nd St,R,San Francisco,San Francisco,CA,94110-3446,US,US/Pacific,KSFO,2019-12-25 16:56:00,54.0,54.0,69.0,29.7,10.0,ENE,12.0,0.0,Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Night,Day,Day,Day
A-2366028,2,2019-12-25 20:06:00,2019-12-25 22:19:23,37.765283,-122.404835,37.765283,-122.404835,0.0,At I-80 - Accident.,,San Francisco-Oakland Bay Bridge,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-12-25 19:56:00,51.0,51.0,74.0,29.7,7.0,NNE,30.0,0.0,Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
